From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q980V5	Q980V5	reviewed	RL40_SACS2	50S ribosomal protein L40e	rpl40e SSO5336	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	56
P43332	P43332	reviewed	SNRPA_DROME	U1 small nuclear ribonucleoprotein A, U1 snRNP A, U1-A, U1A (Sex determination protein snf)	snf D25 fs(1)1621 liz CG4528	Drosophila melanogaster (Fruit fly)	216
P54578	P54578	reviewed	UBP14_HUMAN	Ubiquitin carboxyl-terminal hydrolase 14, EC 3.4.19.12 (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)	USP14 TGT	Homo sapiens (Human)	494
O66753	O66753	unreviewed	O66753_AQUAE	Glutaredoxin-like protein	gua aq_443	Aquifex aeolicus (strain VF5)	229
P25293	P25293	reviewed	NAP1_YEAST	Nucleosome assembly protein	NAP1 YKR048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
P0DMC5	P0DMC5	reviewed	RCSC_ECOLI	Sensor histidine kinase RcsC, EC 2.7.13.3 (Capsular synthesis regulator component C)	rcsC b2218 JW5917/JW5920	Escherichia coli (strain K12)	949
P68831	P68831	reviewed	B2_FHV	Protein B2	B2	Flock house virus (FHV)	106
P61136	P61136	reviewed	NDK_HALSA	Nucleoside diphosphate kinase, NDK, NDP kinase, EC 2.7.4.6 (Nucleoside-2-P kinase)	ndk VNG_1160G	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium)	161
Q82ZZ3	Q82ZZ3	unreviewed	Q82ZZ3_ENTFA	Lactamase_B domain-containing protein	EF_2904	Enterococcus faecalis (strain ATCC 700802 / V583)	429
Q14186	Q14186	reviewed	TFDP1_HUMAN	Transcription factor Dp-1 (DRTF1-polypeptide 1, DRTF1) (E2F dimerization partner 1)	TFDP1 DP1	Homo sapiens (Human)	410
Q97W92	Q97W92	reviewed	HEXPP_SACS2	Hexaprenyl pyrophosphate synthase, HexPP, EC 2.5.1.82 (Medium-chain HexPP)	gdS-2 SSO2345	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	281
Q58085	Q58085	reviewed	RIB7_METJA	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase, DAROPP reductase, DARP reductase, EC 1.1.1.302 (2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one reductase) (2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate synthase, DARIPP synthase) (MjaRED)	arfC MJ0671	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	224
Q9I476	Q9I476	reviewed	4HYPE_PSEAE	4-hydroxyproline 2-epimerase, 4Hyp 2-epimerase, 4HypE, EC 5.1.1.8 (Hydroxyproline-2-epimerase, PaHyPRE)	PA1268	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	314
Q51433	Q51433	unreviewed	Q51433_PSEPU	Catechol 1,2-dioxygenase, EC 1.13.11.1	catA B7H19_04240 BGP82_14970 E4L40_01835	Pseudomonas putida (Arthrobacter siderocapsulatus)	311
Q836H1	Q836H1	unreviewed	Q836H1_ENTFA	MutT/nudix family protein	EF_1141	Enterococcus faecalis (strain ATCC 700802 / V583)	148
P61981	P61981	reviewed	1433G_HUMAN	14-3-3 protein gamma (Protein kinase C inhibitor protein 1, KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed ]	YWHAG	Homo sapiens (Human)	247
A0A0H2UQ81	A0A0H2UQ81	unreviewed	A0A0H2UQ81_STRPN	MutT/nudix family protein	SP_1235	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	155
Q58193	Q58193	reviewed	Y783_METJA	Uncharacterized protein MJ0783	MJ0783	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	186
P0A8Y3	P0A8Y3	reviewed	YIHX_ECOLI	Alpha-D-glucose 1-phosphate phosphatase YihX, Alpha-D-glucose-1-P phosphatase, EC 3.1.3.10 (Alpha-D-glucose-1-phosphatase) (Haloacid dehalogenase-like phosphatase 4, HAD4)	yihX b3885 JW5566	Escherichia coli (strain K12)	199
Q58194	Q58194	reviewed	HMD_METJA	5,10-methenyltetrahydromethanopterin hydrogenase, EC 1.12.98.2 (H(2)-dependent methylene-H(4)MPT dehydrogenase) (H(2)-forming N(5),N(10)-methylenetetrahydromethanopterin dehydrogenase) (N(5),N(10)-methenyltetrahydromethanopterin hydrogenase)	hmd MJ0784	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	358
P39779	P39779	reviewed	CODY_BACSU	GTP-sensing transcriptional pleiotropic repressor CodY (Vegetative protein 286B, VEG286B)	codY BSU16170	Bacillus subtilis (strain 168)	259
Q8TDY4	Q8TDY4	reviewed	ASAP3_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 3 (Development and differentiation-enhancing factor-like 1) (Protein up-regulated in liver cancer 1)	ASAP3 DDEFL1 UPLC1	Homo sapiens (Human)	903
Q5CS32	Q5CS32	unreviewed	Q5CS32_CRYPI	Protein with 2 CAP (CARP) domains, possible adenyl cyclase-associated protein	cgd5_440	Cryptosporidium parvum (strain Iowa II)	183
P50216	P50216	reviewed	IDH_CORGL	Isocitrate dehydrogenase [NADP], IDH, EC 1.1.1.42 (Oxalosuccinate decarboxylase)	icd Cgl0664 cg0766	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	738
P19883	P19883	reviewed	FST_HUMAN	Follistatin, FS (Activin-binding protein)	FST	Homo sapiens (Human)	344
Q82XR9	Q82XR9	unreviewed	Q82XR9_NITEU	Phosphatase NudJ, EC 3.6.1.-	nudJ NE0184	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	149
P20366	P20366	reviewed	TKN1_HUMAN	Protachykinin-1 (PPT) [Cleaved into: Substance P; Neurokinin A, NKA (Neuromedin L) (Substance K); Neuropeptide K, NPK; Neuropeptide gamma; C-terminal-flanking peptide ]	TAC1 NKA NKNA TAC2	Homo sapiens (Human)	129
Q90VI2	Q90VI2	unreviewed	Q90VI2_9HIV1	Envelope glycoprotein gp160 (Env polyprotein) [Cleaved into: Surface protein gp120, SU (Glycoprotein 120, gp120); Transmembrane protein gp41, TM (Glycoprotein 41, gp41) ]	env	Human immunodeficiency virus 1	868
P19658	P19658	reviewed	EXO70_YEAST	Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa)	EXO70 YJL085W J0932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	623
Q3Y6U7	Q3Y6U7	unreviewed	Q3Y6U7_9FABA	Papain-like protein SPE31	spe31	Pachyrhizus erosus	246
Q9NZT1	Q9NZT1	reviewed	CALL5_HUMAN	Calmodulin-like protein 5 (Calmodulin-like skin protein)	CALML5 CLSP	Homo sapiens (Human)	146
Q9Y239	Q9Y239	reviewed	NOD1_HUMAN	Nucleotide-binding oligomerization domain-containing protein 1 (Caspase recruitment domain-containing protein 4)	NOD1 CARD4	Homo sapiens (Human)	953
Q9X3R9	Q9X3R9	unreviewed	Q9X3R9_9NOCA	Aromatic ring-hydroxylating dioxygenase subunit alpha (Naphthalene dioxygenase large subunit)	narAa CA951_38980	Rhodococcus sp. NCIMB 12038	470
Q7BSK6	Q7BSK6	unreviewed	Q7BSK6_9NOCA	Aromatic-ring-hydroxylating dioxygenase subunit beta (Naphthalene dioxygenase small subunit)	narAb CA951_38985	Rhodococcus sp. NCIMB 12038	172
A9CIG4	A9CIG4	unreviewed	A9CIG4_AGRFC	DUF1883 domain-containing protein	Atu1913	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	104
A0A0H2VTI6	A0A0H2VTI6	unreviewed	A0A0H2VTI6_SHIFL	Enterochelin esterase	fes SF0497	Shigella flexneri	400
Q9BVS5	Q9BVS5	reviewed	TR61B_HUMAN	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial, EC 2.1.1.220 (mRNA methyladenosine-N(1)-methyltransferase, EC 2.1.1.-)	TRMT61B	Homo sapiens (Human)	477
P11146	P11146	reviewed	HSP7B_DROME	Heat shock 70 kDa protein cognate 2 (Heat shock 70 kDa protein 87D)	Hsc70-2 Hsc2 CG7756	Drosophila melanogaster (Fruit fly)	633
O77448	O77448	reviewed	TERT_TETTS	Telomerase reverse transcriptase, EC 2.7.7.49 (Telomerase catalytic subunit) (Telomerase subunit P133)	TERT TTHERM_00112560	Tetrahymena thermophila (strain SB210)	1117
G5EFG3	G5EFG3	unreviewed	G5EFG3_CAEEL	PABS domain-containing protein (Spermidine synthase, EC 2.5.1.16)	spds-1 spds CELE_Y46G5A.19 Y46G5A.19	Caenorhabditis elegans	314
O29285	O29285	reviewed	AMT1_ARCFU	Ammonium transporter Amt1 (Af-Amt1)	amt1 AF_0977	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	391
P30958	P30958	reviewed	MFD_ECOLI	Transcription-repair-coupling factor, TRCF, EC 3.6.4.-	mfd b1114 JW1100	Escherichia coli (strain K12)	1148
O14646	O14646	reviewed	CHD1_HUMAN	Chromodomain-helicase-DNA-binding protein 1, CHD-1, EC 3.6.4.12 (ATP-dependent helicase CHD1)	CHD1	Homo sapiens (Human)	1710
A5K063	A5K063	unreviewed	A5K063_PLAVS	Hydrolase, putative	PVX_123945	Plasmodium vivax (strain Salvador I)	293
Q9WY58	Q9WY58	unreviewed	Q9WY58_THEMA	Protein synthesis inhibitor, putative	TM_0215	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	128
Q20062	Q20062	unreviewed	Q20062_CAEEL	Isochorismatase domain-containing protein	marb-1 CELE_F35G2.2 F35G2.2	Caenorhabditis elegans	199
P85175	P85175	reviewed	KAB8_OLDAF	Kalata-B8		Oldenlandia affinis	31
Q2UVX4	Q2UVX4	reviewed	CO3_BOVIN	Complement C3 [Cleaved into: Complement C3 beta chain; Complement C3 alpha chain; C3a anaphylatoxin; C3-beta-c, C3bc; Acylation stimulating protein, ASP (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2 ]	C3	Bos taurus (Bovine)	1661
Q72KX2	Q72KX2	unreviewed	Q72KX2_THET2	Glucose-binding protein	TT_C0328	Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27)	414
P0AEY5	P0AEY5	reviewed	MDAB_ECOLI	NADPH:quinone oxidoreductase MdaB, EC 1.6.5.10 (Modulator of drug activity B)	mdaB mda66 b3028 JW2996	Escherichia coli (strain K12)	193
P53582	P53582	reviewed	MAP11_HUMAN	Methionine aminopeptidase 1, MAP 1, MetAP 1, EC 3.4.11.18 (Peptidase M 1)	METAP1 KIAA0094	Homo sapiens (Human)	386
Q99W51	Q99W51	reviewed	TADA_STAAM	tRNA-specific adenosine deaminase, EC 3.5.4.33	tadA SAV0558	Staphylococcus aureus (strain Mu50 / ATCC 700699)	156
O29141	O29141	unreviewed	O29141_ARCFU	MaoC-like domain-containing protein	AF_1124	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	159
Q61194	Q61194	reviewed	P3C2A_MOUSE	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha, PI3K-C2-alpha, PtdIns-3-kinase C2 subunit alpha, EC 2.7.1.137, EC 2.7.1.153, EC 2.7.1.154 (Cpk-m) (Phosphoinositide 3-kinase-C2-alpha) (p170)	Pik3c2a Cpk	Mus musculus (Mouse)	1686
P0A7I0	P0A7I0	reviewed	RF1_ECOLI	Peptide chain release factor RF1, RF-1	prfA sueB uar b1211 JW1202	Escherichia coli (strain K12)	360
P21673	P21673	reviewed	SAT1_HUMAN	Diamine acetyltransferase 1, EC 2.3.1.57 (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1, SSAT, SSAT-1)	SAT1 SAT	Homo sapiens (Human)	171
P30176	P30176	reviewed	RIBX_ECOLI	N-glycosidase YbiA, EC 3.2.2.- (Riboflavin biosynthesis intermediates N-glycosidase)	ybiA b0798 JW0783	Escherichia coli (strain K12)	160
P21399	P21399	reviewed	ACOHC_HUMAN	Cytoplasmic aconitate hydratase, Aconitase, EC 4.2.1.3 (Citrate hydro-lyase) (Ferritin repressor protein) (Iron regulatory protein 1, IRP1) (Iron-responsive element-binding protein 1, IRE-BP 1)	ACO1 IREB1	Homo sapiens (Human)	889
P17618	P17618	reviewed	RIBD_BACSU	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase, DRAP deaminase, EC 3.5.4.26 (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase, EC 1.1.1.193 (HTP reductase) ]	ribD ribG BSU23280	Bacillus subtilis (strain 168)	361
Q6REV3	Q6REV3	unreviewed	Q6REV3_9CALI	Genome polyprotein		Norovirus GII	1699
P26045	P26045	reviewed	PTN3_HUMAN	Tyrosine-protein phosphatase non-receptor type 3, EC 3.1.3.48 (Protein-tyrosine phosphatase H1, PTP-H1)	PTPN3 PTPH1	Homo sapiens (Human)	913
Q9K8I2	Q9K8I2	unreviewed	Q9K8I2_ALKHC	BH3024 protein	BH3024	Alkalihalobacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	126
Q57U83	Q57U83	reviewed	PYRD_TRYB2	Dihydroorotate dehydrogenase (fumarate), DHOD, DHODase, DHOdehase, EC 1.3.98.1 (Dihydroorotate oxidase)	Tb927.5.3830	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	313
P46922	P46922	reviewed	OPUAC_BACSU	Glycine betaine-binding protein OpuAC	opuAC BSU03000	Bacillus subtilis (strain 168)	293
Q9RPT1	Q9RPT1	reviewed	RHLG_PSEAE	Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase, EC 1.1.1.100 (3-ketoacyl-acyl carrier protein reductase)	rhlG PA3387	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	256
Q86MV5	Q86MV5	reviewed	TUT2_TRYBB	Terminal uridylyltransferase 2, TUTase 2, EC 2.7.7.52 (Mitochondrial protein 57, TbMP57) (RNA editing 3' terminal uridylyltransferase 2, RET2, RNA editing TUTase 2) (RNA editing complex protein MP57)	KRET2 MP57	Trypanosoma brucei brucei	487
Q4QH86	Q4QH86	unreviewed	Q4QH86_LEIMA	Uncharacterized protein	LMJF_10_1260	Leishmania major	315
Q9NXA8	Q9NXA8	reviewed	SIR5_HUMAN	NAD-dependent protein deacylase sirtuin-5, mitochondrial, EC 2.3.1.- (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5	Homo sapiens (Human)	310
P62894	P62894	reviewed	CYC_BOVIN	Cytochrome c	CYCS CYC	Bos taurus (Bovine)	105
A3DF10	A3DF10	unreviewed	A3DF10_ACET2	Cellulosome anchoring protein cohesin region	Cthe_1307	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	631
P0CAP0	P0CAP0	reviewed	DBTEW_CARCR	Defensin-like turtle egg white protein TEWP, TEWP		Caretta caretta (Loggerhead sea turtle)	36
P17967	P17967	reviewed	PDI_YEAST	Protein disulfide-isomerase, PDI, EC 5.3.4.1 (Thioredoxin-related glycoprotein 1)	PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
P21816	P21816	reviewed	CDO1_RAT	Cysteine dioxygenase type 1, EC 1.13.11.20 (Cysteine dioxygenase type I, CDO, CDO-I)	Cdo1	Rattus norvegicus (Rat)	200
P14784	P14784	reviewed	IL2RB_HUMAN	Interleukin-2 receptor subunit beta, IL-2 receptor subunit beta, IL-2R subunit beta, IL-2RB (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75, p75) (CD antigen CD122)	IL2RB IL15RB	Homo sapiens (Human)	551
P31785	P31785	reviewed	IL2RG_HUMAN	Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma, IL-2 receptor subunit gamma, IL-2R subunit gamma, IL-2RG) (gammaC) (p64) (CD antigen CD132)	IL2RG	Homo sapiens (Human)	369
Q16531	Q16531	reviewed	DDB1_HUMAN	DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a, DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1, XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1, UV-DDB 1) (XPE-binding factor, XPE-BF) (Xeroderma pigmentosum group E-complementing protein, XPCe)	DDB1 XAP1	Homo sapiens (Human)	1140
P11207	P11207	reviewed	V_PIV5	Non-structural protein V	P/V	Parainfluenza virus 5 (strain W3) (PIV5) (Simian virus 5)	222
P31973	P31973	reviewed	FENR_SYNP2	Ferredoxin--NADP reductase, FNR, EC 1.18.1.2	petH SYNPCC7002_A0853	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	402
P58807	P58807	reviewed	CTA6A_CONMR	Chi-conotoxin CMrVIA (Conotoxin CMrVIA) (Lambda-conotoxin CMrVIA)		Conus marmoreus (Marble cone)	11
Q977U7	Q977U7	reviewed	GLCDH_HALMT	Glucose 1-dehydrogenase, GDH, GlcDH, EC 1.1.1.47	gdh HFX_1090	Haloferax mediterranei (strain ATCC 33500 / DSM 1411 / JCM 8866 / NBRC 14739 / NCIMB 2177 / R-4) (Halobacterium mediterranei)	357
O31699	O31699	reviewed	YKUV_BACSU	Thiol-disulfide oxidoreductase YkuV, EC 1.8.-.-	ykuV BSU14230	Bacillus subtilis (strain 168)	148
Q7SMT3	Q7SMT3	unreviewed	Q7SMT3_9HIV1	Pol polyprotein	pol	Human immunodeficiency virus 1	358
P45131	P45131	reviewed	METXA_HAEIN	Homoserine O-acetyltransferase, HAT, EC 2.3.1.31 (Homoserine O-trans-acetylase) (Homoserine transacetylase, HTA)	metXA met2 HI_1263	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	358
A0A0H2UP38	A0A0H2UP38	unreviewed	A0A0H2UP38_STRPN	Nitroreductase family protein	SP_0622	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	201
Q4GWV4	Q4GWV4	reviewed	DEFCG_CRAGI	Defensin Cg-Defm (Cg-Def) (Mantle defensin)		Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	65
Q8NBZ7	Q8NBZ7	reviewed	UXS1_HUMAN	UDP-glucuronic acid decarboxylase 1, EC 4.1.1.35 (UDP-glucuronate decarboxylase 1, UGD, UXS-1)	UXS1 UNQ2538/PRO6079	Homo sapiens (Human)	420
Q82ZI8	Q82ZI8	unreviewed	Q82ZI8_ENTFA	Uncharacterized protein	EF_3068	Enterococcus faecalis (strain ATCC 700802 / V583)	217
Q08831	Q08831	reviewed	VTS1_YEAST	RNA-binding protein VTS1 (VTI1-2 suppressor protein 1)	VTS1 YOR359W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
P84085	P84085	reviewed	ARF5_HUMAN	ADP-ribosylation factor 5	ARF5	Homo sapiens (Human)	180
Q3HUQ2	Q3HUQ2	unreviewed	Q3HUQ2_9GAMM	Proteinase K		Serratia sp. GF96	629
Q7RRM6	Q7RRM6	unreviewed	Q7RRM6_PLAYO	Peptidyl-prolyl cis-trans isomerase, PPIase, EC 5.2.1.8	PY00693	Plasmodium yoelii yoelii	202
Q8DUW5	Q8DUW5	unreviewed	Q8DUW5_STRMU	Uncharacterized protein	SMU_776	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	385
O60674	O60674	reviewed	JAK2_HUMAN	Tyrosine-protein kinase JAK2, EC 2.7.10.2 (Janus kinase 2, JAK-2)	JAK2	Homo sapiens (Human)	1132
P03362	P03362	reviewed	POL_HTL1A	Gag-Pro-Pol polyprotein (Pr160Gag-Pro-Pol) [Cleaved into: Matrix protein p19, MA; Capsid protein p24, CA; Nucleocapsid protein p15-pro, NC', NC-pro; Protease, PR, EC 3.4.23.-; p1; Reverse transcriptase/ribonuclease H, p49 subunit, p49 RT, EC 2.7.7.49, EC 2.7.7.7, EC 3.1.26.4; Reverse transcriptase/ribonuclease H, p62 subunit, p62 RT, EC 2.7.7.49, EC 2.7.7.7, EC 3.1.26.4; Integrase, IN, EC 2.7.7.-, EC 3.1.-.- ]	gag-pro-pol	Human T-cell leukemia virus 1 (strain Japan ATK-1 subtype A) (HTLV-1)	1462
P23833	P23833	reviewed	SCO1_YEAST	Protein SCO1, mitochondrial	SCO1 YBR037C YBR0406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	295
O05155	O05155	unreviewed	O05155_STAAU	Glycerol-3-phosphate cytidylyltransferase, EC 2.7.7.39 (TagD)	tagD A6762_03080 BN1321_150081 BTN44_09390 CSC87_03695 CV021_15415 DD547_00617 E3A28_05430 E3K14_03340 E4U00_00705 EDCC5055_00621 EP54_03885 EQ90_11500 FA040_11745 G6Y24_01760 GO782_15455 GO788_12545 GO793_12625 GO814_03950 GO941_17645 GO942_08940 GQX37_15350 GZ128_10120 GZ156_09375 HK402_03420 HMPREF3211_00660 HUW54_03295 NCTC10702_01103 NCTC5664_03140 NCTC6133_00755 NCTC7878_01307 NCTC7972_01283 QU38_10225 SA0759_02544 SA950122_02482 SAGV69_01974 SAHC1335_01517 SAJPND4_00640 SAMEA2077334_01203 SAMEA2078260_00957 SAMEA2078588_00695 SAMEA2080344_00931 SAMEA2081063_00705 SAMEA2081470_00765 SAMEA70146418_00835 SAMEA70245418_01646	Staphylococcus aureus	132
O25909	O25909	reviewed	NADC_HELPY	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating], EC 2.4.2.19 (Quinolinate phosphoribosyltransferase [decarboxylating], QAPRTase)	nadC HP_1355	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	273
O53512	O53512	reviewed	AROG_MYCTU	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG, EC 2.5.1.54 (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG Rv2178c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	462
P51400	P51400	reviewed	RED1_RAT	Double-stranded RNA-specific editase 1, EC 3.5.4.37 (RNA-editing deaminase 1) (RNA-editing enzyme 1) (dsRNA adenosine deaminase)	Adarb1 Red1	Rattus norvegicus (Rat)	711
P84786	P84786	reviewed	RIP_DRIMA	Ribosome-inactivating protein charybdin, EC 3.2.2.22 (rRNA N-glycosidase)		Drimia maritima (Sea squill) (Charybdis maritima)	257
P02871	P02871	reviewed	LEC_VICFA	Favin (Lectin) [Cleaved into: Favin beta chain; Favin alpha chain ]		Vicia faba (Broad bean) (Faba vulgaris)	233
Q81B18	Q81B18	unreviewed	Q81B18_BACCR	Luciferase-like monooxygenase, EC 1.14.-.-	BC_3378	Bacillus cereus (strain ATCC 14579 / DSM 31 / CCUG 7414 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NCTC 2599 / NRRL B-3711)	320
Q70AB8	Q70AB8	unreviewed	Q70AB8_STAAU	Protein A	spa	Staphylococcus aureus	252
Q8VHK7	Q8VHK7	reviewed	HDGF_RAT	Hepatoma-derived growth factor, HDGF	Hdgf	Rattus norvegicus (Rat)	237
O29777	O29777	reviewed	COPA_ARCFU	Probable copper-exporting P-type ATPase, EC 7.2.2.8 (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase)	copA pacS AF_0473	Archaeoglobus fulgidus (strain ATCC 49558 / DSM 4304 / JCM 9628 / NBRC 100126 / VC-16)	804
Q56GA4	Q56GA4	unreviewed	Q56GA4_VIBVL	Secretion factor PAS	PAS2	Vibrio vulnificus	76
Q58174	Q58174	reviewed	Y764_METJA	Uncharacterized protein MJ0764	MJ0764	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	116
Q9X1S1	Q9X1S1	reviewed	GCK_THEMA	D-glycerate 2-kinase, GCK, EC 2.7.1.165	TM_1585 THEMA_06355 Tmari_1593	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	417
Q5UQL3	Q5UQL3	reviewed	NDK_MIMIV	Nucleoside diphosphate kinase, NDK, NDP kinase, EC 2.7.4.6	NDK MIMI_R418	Acanthamoeba polyphaga mimivirus (APMV)	137
Q9PPP5	Q9PPP5	reviewed	KITH_UREPA	Thymidine kinase, EC 2.7.1.21	tdk UU594	Ureaplasma parvum serovar 3 (strain ATCC 700970)	223
D0VWV7	D0VWV7	unreviewed	D0VWV7_PLAKN	Purine nucleoside phosphorylase, EC 2.4.2.1 (Putative Purine nucleoside phosphorylase)	PNP PKNOH_S07457800	Plasmodium knowlesi	245
Q58584	Q58584	reviewed	RISC_METJA	Riboflavin synthase, EC 2.5.1.9	ribC MJ1184	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	156
P06465	P06465	reviewed	VE7_HPV1	Protein E7	E7	Human papillomavirus type 1 (Human papillomavirus type 1a)	93
Q96P11	Q96P11	reviewed	NSUN5_HUMAN	28S rRNA (cytosine-C(5))-methyltransferase, EC 2.1.1.- (NOL1-related protein, NOL1R) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein)	NSUN5 NSUN5A WBSCR20 WBSCR20A	Homo sapiens (Human)	429
P16892	P16892	reviewed	FUS3_YEAST	Mitogen-activated protein kinase FUS3, MAP kinase FUS3, EC 2.7.11.24	FUS3 DAC2 YBL016W YBL03.21 YBL0303	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353
P82243	P82243	reviewed	BLCI_BACIU	Antimicrobial peptide LCI		Bacillus subtilis	47
Q9GRW0	Q9GRW0	reviewed	PPAF2_HOLDI	Phenoloxidase-activating factor 2 (45 KDa PPAF, Hd-45) (Prophenoloxidase-activating factor II) (Serine protease-like PPAF-2) [Cleaved into: Phenoloxidase-activating factor 2 light chain; Phenoloxidase-activating factor 2 heavy chain ]	PPAF2 PPAF-II	Holotrichia diomphalia (Korean black chafer)	415
P14635	P14635	reviewed	CCNB1_HUMAN	G2/mitotic-specific cyclin-B1	CCNB1 CCNB	Homo sapiens (Human)	433
Q9GPZ9	Q9GPZ9	unreviewed	Q9GPZ9_LEIIN	DNA topoisomerase I, EC 5.6.2.1 (DNA topoisomerase 1)	LINJ_34_3220	Leishmania infantum	635
